ID,Title,Original_Language,Release_Date,Popularity,Vote_Average,Vote_Count,Runtime,Budget,Revenue,Status,Tagline,Overview,Genres,Production_Companies,Production_Countries,Spoken_Languages
73245,Bleach the Movie: Hell Verse,ja,2010-12-04,3.1552,7.6,197,94,0,8749681,Released,,"Hell – A place where beings that have committed mortal sins during their lifetime are sent. It is a realm where even Soul Reapers are forbidden to interfere. When a group of vicious Sinners plot to escape from this eternal prison, they discover that Substitute Soul Reaper Ichigo Kurosaki is the key to their freedom.","Action, Animation, Fantasy, Adventure","Shueisha, Pierrot",Japan,Japanese
460557,The Thousand Faces of Dunjia,zh,2017-12-15,3.148,6.204,81,113,0,0,Released,,"The world is on the brink of catastrophe in a chaotic age where evil demons roam. In order to keep evil at bay, a mysterious organisation from the pugilist world emerges. A new constable and a young girl with a mysterious past are also drawn into this group, and the group embarks on an incredible adventure.","Adventure, Action, Fantasy",乐视影业、集智影像、金辉映画,"China, Hong Kong",Mandarin
1051891,Thelma,en,2024-06-21,3.1449,6.865,378,98,5000000,12537071,Released,Revenge has never been sweeter.,"When 93-year-old Thelma Post gets duped by a phone scammer pretending to be her grandson, she sets out on a treacherous quest across the city to reclaim what was taken from her.","Action, Comedy, Adventure","Zurich Avenue, Invention Studios, Bandwagon","United States of America, Switzerland",English
15877,The Sky Crawlers,ja,2008-08-02,3.1413,6.7,169,121,0,0,Released,,"Youngsters called Kildren, who are destined to live eternally in their adolescence. The Kildren are conscious that every day could be the last, because they fight a war as entertainment, organized and operated by adults. But as they embrace the reality they are faced with, they live their day-to-day lives to the full.","Animation, Action, Adventure, War, Science Fiction","Production I.G, Nippon Television Network Corporation, Polygon Pictures, Warner Bros. Japan",Japan,Japanese
760926,Gold,en,2022-01-13,3.134,6.187,644,97,6500000,176048,Released,Survive at any cost,"In the not-too-distant future, two drifters traveling through the desert stumble across the biggest gold nugget ever found and the dream of immense wealth and greed takes hold. They hatch a plan to excavate their bounty, with one man leaving to secure the necessary tools while the other remains with the gold. The man who remains must endure harsh desert elements, ravenous wild dogs, and mysterious intruders, while battling the sinking suspicion that he has been abandoned to his fate.","Action, Adventure, Thriller","Deeper Water, Rogue Star Productions, Screen Australia, Stan, South Australian Film Corporation","Australia, United States of America","English, Portuguese"
467026,Strain 100,en,2020-10-22,3.1317,4.25,14,84,0,0,Released,,"After surviving a terrifying car crash, a young woman discovers that aggressive, flesh-eating zombies have overtaken the entire area. She must figure out what is happening and why in hopes of escaping her horrifying circumstances.","Horror, Action, Adventure",,,"English, Portuguese"
5550,RoboCop 3,en,1993-01-21,3.1263,4.903,1419,105,22000000,10696210,Released,He's back. Back on line. Back on duty.,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.","Action, Adventure, Crime, Science Fiction, Thriller",Orion Pictures,United States of America,"English, Japanese"
44092,Reign of Assassins,zh,2010-09-01,3.1206,6.915,275,117,12000000,0,Released,,"Set in ancient China, Zeng Jing is a skilled assassin who finds herself in possession of a mystical Buddhist monk's remains. She begins a quest to return the remains to its rightful resting place, and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient power-wielding secret.","Action, Adventure",Lion Rock Productions,"China, Hong Kong, Taiwan","Mandarin, English"
19506,ICHI,ja,2008-10-25,3.1189,6.763,135,120,0,0,Released,Justice is blind.,"Ichi is a blind entertainer that travels the countryside with her traditional Japanese guitar and walking stick. She’s in search for the kind man that brought her up as a child, but because of her beauty she encounters problems every step of the way. Fortunately for Ichi, she is also a gifted swordswoman and carries a lethal blade within her walking stick.","Action, Adventure, Drama, History","Warner Bros. Japan, Geneon Entertainment, TBS, The Asahi Shimbun",Japan,Japanese
564147,K.G.F: Chapter 1,kn,2018-12-20,3.1176,7.5,266,156,0,0,Released,From The Streets Of Mumbai...To The Bloody Gold Mines Of Kolar,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.","Action, Thriller, Adventure, Crime","Hombale Films, Vaaraahi Chalana Chitram",India,"Hindi, Kannada"
34067,Pokémon: Lucario and the Mystery of Mew,ja,2005-07-16,3.1089,6.998,326,103,0,37228626,Released,A very familiar Aura Guardian...,"In the legendary past, before Poké Balls were invented, an aura-guiding hero Pokémon named Lucario sensed two groups of armies about to clash, and a threat of a massive war in front of Oldoran Castle in Kanto that would leave no survivors. He transferred this message to his master, the legendary hero Arlon, while he was being attacked by a violent group of Hellgar. During the battle, his sense of sight was lost and he was rendered unable to see. He used the detection of his Aura, and so with the offensive Wave Bomb, he eliminated them. Though by the threat, the queen of Rota, Lady Rin was resolute to die with her civilians, and so Arlon made a choice.","Family, Adventure, Animation, Fantasy, Action, Science Fiction","Pikachu Project, The Pokémon Company, Shogakukan, TV Tokyo, Media Factory, Tomy, jeki, OLM, Shogakukan Production",Japan,
23047,Season of the Witch,en,2011-01-07,3.1078,5.52,2613,95,40000000,91627228,Released,Not all souls can be saved.,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.","Adventure, Fantasy, Action","Atlas Entertainment, Relativity Media, Mandate International, Rogue Pictures",United States of America,"Latin, English"
37024,"Ranma 1/2 the Movie: Big Trouble in Nekonron, China",ja,1991-11-02,3.1047,7.1,113,74,0,0,Released,,"When Prince Kirin of the 7 Lucky Gods shows up at the Tendo dojo looking for his bride-to-be, guess who's accidentally holding the scroll that signifies his future mate? Why, Akane, of course, and the rest of the Ranma crew is forced to take a boat to China in order to save her from the horrors of marriage and a diet of pickled vegetables.","Animation, Comedy, Action, Romance, Adventure","Studio Deen, Kitty Films",Japan,Japanese
2207,16 Blocks,en,2006-03-01,3.1039,6.448,2063,105,55000000,65664721,Released,1 witness… 118 minutes…,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.","Action, Adventure, Crime, Thriller","Alcon Entertainment, Cheyenne Enterprises, 16 Block Productions, The Donners' Company, Millennium Media, Nu Image, ContentFilm, Emmett/Furla Films, Warner Bros. Pictures, Equity Pictures","Germany, United States of America, United Kingdom, Canada",English
477447,Overlord: The Undead King,ja,2017-02-25,3.0992,7.5,34,103,0,0,Released,,"The first recap film of season 1 of the anime TV series Overlord, covering episodes 1 to 7. In the year 2138,  the popular online VR game Yggdrasil is quietly shut down one day. However, the player Momonga decides to not log out and is transformed into a powerful skeletal wizard upon shutdown. The game world continues to change, with non-player characters beginning to feel emotions. Confronted with this abnormal situation, Momonga and his loyal followers strive to investigate and take over the new world the game has become.","Animation, Action, Adventure, Fantasy","Madhouse, KADOKAWA",Japan,Japanese
9381,Babylon A.D.,en,2008-08-20,3.0963,5.663,2225,101,70000000,72109200,Released,Kill or be Killed.,A veteran-turned-mercenary is hired to take a young woman with a secret from post-apocalyptic Eastern Europe to New York City.,"Action, Adventure, Science Fiction, Thriller","Babylon, MNP Entreprise, StudioCanal, Babylon Films Limited, M6 Films, M6, CinéCinéma, Canal+, Dune Entertainment, 20th Century Fox","France, United Kingdom, United States of America","English, Russian"
285213,The Pirates,ko,2014-08-06,3.0947,7.002,233,130,13000000,64400000,Released,Those who conquer the sea will have it all!,"At the cusp of the founding of Joseon Dynasty, an envoy from China is delivering Emperor’s Ming’s Royal Seal. But nature in the form of a giant whale intervenes and swallows the royal seal.  When a generous reward is offered to whomever can retrieve the royal seal from the belly of the whale, the race is on. A group of mountain bandits led by Jang Sa Jung and a group of pirates led by Yeo Wol  go after the lost treasure, but who will get to to it first?","Action, Adventure, Comedy, Fantasy","Lotte Entertainment, Harimao Pictures, Cinedigm",South Korea,Korean
290271,"One Piece ""3D2Y"": Overcome Ace's Death! Luffy's Vow to his Friends",ja,2014-12-31,3.0833,7.1,187,105,0,0,Released,,"The special takes place during the two year before the Straw Hats reunite on Sabody.  Luffy is currently in Rusukaina training to get stronger to take on the New World. However the training  is interrupted when Hancock's sisters, Marigold and Sandersonia, are kidnapped by the Byrnndi World,  a pirate who was locked away on Level 6 of Impel Down but escaped during Luffy's invasion to save Ace,  in order to lure Hancock to him and use her as a hostage against the World Government due to her  Shichibukai status. Thus Luffy and Hancock head off to confront him and save Hancock's sisters.","Animation, Action, Adventure, Comedy, Fantasy","Toei Animation, Toei Company",Japan,Japanese
9531,Superman III,en,1983-06-17,3.0822,5.502,1845,125,39000000,80250623,Released,If the world's most powerful computer can control even Superman...no one on earth is safe.,"Aiming to defeat the Man of Steel, wealthy executive Ross Webster hires bumbling but brilliant Gus Gorman to develop synthetic kryptonite, which yields some unexpected psychological effects. Between rekindling romance with his high school sweetheart and saving himself, Superman must contend with a powerful supercomputer.","Comedy, Science Fiction, Action, Adventure","Dovemead Films, Alexander and Ilya Salkind Productions","United States of America, United Kingdom, Netherlands","Spanish, English, Italian"
4643,The Guardian,en,2006-09-28,3.0812,7.132,1640,139,10000000,94973540,Released,How do you decide who lives or who dies?,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's 'A' School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.","Action, Adventure, Drama","Touchstone Pictures, Beacon Pictures, Contrafilm, Firm Films, Eyetronics, A School Productions",United States of America,English
14411,Sinbad: Legend of the Seven Seas,en,2003-07-02,3.0795,6.999,2169,86,60000000,80767884,Released,The fantastic tale of his greatest adventure.,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.","Family, Animation, Adventure, Fantasy, Action","DreamWorks Animation, DreamWorks Pictures",United States of America,English
39465,Godzilla vs. Mothra,ja,1992-12-12,3.0786,6.931,218,102,0,20000000,Released,Earth S.O.S.! The battle over the future of the human race begins.,"Mothra's dark counterpart, Battra, emerges to eliminate humanity on behalf of the Earth. Two tiny fairies called the Cosmos offer their help by calling Mothra to battle the creature. Unfortunately a meteorite has awoken a hibernating Godzilla as a three way battle for the Earth begins.","Action, Adventure, Fantasy, Science Fiction",Toho Pictures,Japan,Japanese
13637,Sukiyaki Western Django,ja,2007-09-15,3.076,6.179,358,121,3800000,2725258,Released,,"A nameless gunfighter arrives in a town ripped apart by rival gangs and, though courted by both to join, chooses his own path.","Adventure, Action, Comedy, Western, Thriller","Sony Music Entertainment (Japan), dentsu, Sedic, Geneon Universal Entertainment, Shogakukan, Nagoya Broadcasting Network, TV Asahi, Tokyu Recreation, A-Team",Japan,"Japanese, English"
15384,Red Cliff II,zh,2009-01-07,3.0756,7.272,485,141,80000000,121059225,Released,Destiny Lies In The Wind.,"The battle of Red Cliff continues and the alliance between Xu and East Wu is fracturing.  With Cao Cao's massive forces on their doorstep, will the kingdoms of Xu and East Wu survive?","Action, Adventure, Drama, History, War","Showbox, Lion Rock Productions, Emperor Multimedia Group, Avex Entertainment, Shanghai Film Group, CMC Entertainment, Beijing Film Studio, China Film Group Corporation, Summit Entertainment, Red Cliff Korea Investment, Bona Film Group","China, Hong Kong, Japan, South Korea, Taiwan, United States of America",Mandarin
45438,Tokyo Raiders,cn,2000-01-28,3.073,5.52,75,118,0,0,Released,,"When a private eye, a jilted bride and a mysterious stranger join forces to track down an elusive mobster, there's more than trouble in the air.","Action, Comedy, Adventure","Orange Sky Golden Harvest, GH Pictures, Fennec Entertainment, Red on Red Productions","Hong Kong, Japan, China","Japanese, English, Cantonese"
9691,Assassins,en,1995-10-06,3.0716,6.491,1679,132,50000000,30303072,Released,In the shadows of life. In the business of death. One man found a reason to live.,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","Action, Adventure, Crime, Thriller","Warner Bros. Pictures, Silver Pictures, Donner/Shuler-Donner Productions",United States of America,"English, Spanish, Dutch"
10303,The Jewel of the Nile,en,1985-08-01,3.0668,6.211,1251,106,25000000,96800000,Released,They're back again...and romancing a brand new stone.,"Joan Wilder is thrust back into a world of murder, chases, foreign intrigue... and love. This time out she's duped by a duplicitous Arab dignitary who brings her to the Middle East, ostensibly to write a book about his life. Of course, he's up to no good, and Joan is just another pawn in his wicked game. But Jack Colton and his sidekick Ralph show up to help our intrepid heroine save the day.","Adventure, Action, Comedy, Romance","SLM Production Group, Stone Group Pictures, 20th Century Fox",United States of America,"Arabic, English"
144288,Berserk: The Golden Age Arc III - The Advent,ja,2013-02-01,3.065,7.643,396,110,0,399445,Released,I sacrifice.,"One year has passed since Guts left the Band of the Hawk and Griffith was imprisoned by the Kingdom of Midland for treason. In the dead of night, at a camping site where they hide, the Band of the Hawk is attacked by Bakiraka assassins led by Silat. When all seems lost, Guts returns from his journey. ""You destroyed everything."" Crying that Griffith is nothing without Guts, Casca and Guts are joined together body and soul. Griffith is imprisoned in the oldest building in Wyndham Catle, the Tower of Rebirth.","Animation, Action, Adventure, Drama, Fantasy","Beyond C., Warner Bros. Pictures, STUDIO4℃",Japan,Japanese
568620,Snake Eyes: G.I. Joe Origins,en,2021-07-22,3.0595,6.451,1686,121,88000000,36964325,Released,Every warrior has a beginning.,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him.","Action, Adventure","Paramount Pictures, Metro-Goldwyn-Mayer, di Bonaventura Pictures, Entertainment One, Skydance Media, Hasbro","Canada, Japan, United States of America","Arabic, English, Italian, Japanese"
2137,The Storm Riders,zh,1998-07-18,3.0578,6.532,109,128,0,0,Released,"When The Wind and Cloud combine, the Fish with the golden scales becomes a dragon.","Heeding a prophecy, a warlord trains two orphans after killing their parents. But the skills he teaches could lead to his downfall.","Fantasy, Action, Adventure, Drama","B.O.B & Partners Co. Ltd, Centro Digital Pictures, Orange Sky Golden Harvest",Hong Kong,Cantonese
312408,Gone with the Bullets,zh,2014-12-18,3.053,5.9,70,140,0,0,Released,They called it a scandal. He called it a life. One step between the two.,"Set in 1920s Shanghai, Ma Zouri and Xiang Feitian establish a notorious beauty pageant called the Flowers Competition. All of the city's elite attend the gala event, but when Wanyan Ying unexpectedly wins, it sets into motion a series of tragic events that change their destinies.","Adventure, Comedy, Drama, Action","China Film Co-Production, JCE Movies, Columbia Pictures, CP Film Production Asia","China, Hong Kong, United States of America",Mandarin
48492,Detective Dee and the Mystery of the Phantom Flame,zh,2010-09-18,3.0493,6.548,425,123,13000000,51723285,Released,The Fate of an Empire Is in His Hands.,"When the future empress Wu Zetian's two courtiers die in a mysterious fire, she gets Di Renjie, a former detective and rebel, released from prison to solve the mystery of the fire.","Action, Adventure, Drama, Mystery","Huayi Brothers Pictures 浙江华谊兄弟影业, Film Workshop","China, Hong Kong","Mandarin, Spanish"
25961,Pokémon: The Rise of Darkrai,ja,2007-07-14,3.0484,6.9,302,95,0,42496749,Released,Somewhere between time & space... a legend is born.,"Ash and friends (this time accompanied by newcomer Dawn) arrive at an idyllic village on their way to their next Pokemon contest, where chaos will soon erupt with the prophecy of two Pokemon Gods (Dialga and Palkia) and the arrival of a mysterious, seemingly deadly Pokemon named Darkrai, which has the power to distort space and time.","Family, Adventure, Animation, Fantasy, Action, Science Fiction","Pikachu Project, TV Tokyo, The Pokémon Company, Shogakukan, Media Factory, TakaraTomy, jeki, OLM, Shogakukan Production",Japan,"English, Japanese"
28512,The Poseidon Adventure,en,2005-11-20,3.0461,5.2,119,173,14000000,0,Released,,"A cruise ship succumbs to a terrorist act and capsizes on New Year's eve. A rag-tag group of survivors, spearheaded by a priest and a homeland security agent, must journey through the upside down vessel and attempt an escape.","Adventure, Thriller, Action, TV Movie","Silverstar Limited, Larry Levinson Productions, NBC",United States of America,English
13064,Airborne,en,1993-09-17,3.0358,5.957,82,91,2600000,2850263,Released,Mitchell became the most popular guy on Earth...once he took to the sky!,"Good-natured teen surfer Mitchell Goosen finds himself staying with his aunt and uncle in Cincinnati, Ohio when his parents head to Australia for work. There he meets his cousin, Wiley, and together they try to navigate the perils of high school—avoid the bullies, get the girl, and win a little respect.","Action, Adventure, Comedy",Icon Productions,United States of America,English
10329,Congo,en,1995-06-09,3.0328,5.596,964,109,50000000,152022101,Released,Where you are the endangered species.,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa, where human greed and the laws of nature have gone berserk.","Action, Adventure, Science Fiction","Paramount Pictures, The Kennedy/Marshall Company",United States of America,English
11358,Walking Tall,en,2004-04-02,3.0312,6.306,1626,86,46000000,57223888,Released,One man will stand up for what's right.,"A former U.S. soldier returns to his hometown to find it overrun by crime and corruption, which prompts him to clean house.","Adventure, Drama, Action, Thriller","Mandeville Films, Burke/Samples/Foster Productions, WWE Studios, Cub Eight Productions, Metro-Goldwyn-Mayer, Hyde Park Entertainment","United States of America, Canada",English
19585,G-Force,en,2009-07-24,3.0307,5.48,1984,88,150000000,292817841,Released,The world needs bigger heroes,"A team of trained secret agent animals, guinea pigs Darwin, Hurley, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?","Family, Fantasy, Action, Adventure, Comedy","Walt Disney Pictures, Jerry Bruckheimer Films, Whamaphram Productions",United States of America,English
9626,Red Sonja,en,1985-04-09,3.0281,5.365,924,89,17900000,6948633,Released,A woman and a warrior that became a legend.,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.","Adventure, Fantasy, Action",The De Laurentiis Company,United States of America,English
12180,Star Wars: The Clone Wars,en,2008-08-05,3.0213,6.149,2176,98,8500000,68282844,Released,A galaxy divided!,"As the Clone Wars sweep through the galaxy, the heroic Jedi Knights struggle to maintain order and restore peace. More and more systems are falling prey to the forces of the dark side as the Galactic Republic slips further and further under the sway of the Separatists and their never-ending droid army. Anakin Skywalker and his Padawan learner Ahsoka Tano find themselves on a mission with far-reaching consequences, one that brings them face-to-face with crime lord Jabba the Hutt. But Count Dooku and his sinister agents, including the nefarious Asajj Ventress, will stop at nothing to ensure that Anakin and Ahsoka fail at their quest. Meanwhile, on the front lines of the Clone Wars, Obi-Wan Kenobi and Master Yoda lead the massive clone army in a valiant effort to resist the forces of the dark side...","Animation, Action, Science Fiction, Adventure","Lucasfilm Ltd., Lucasfilm Animation, Warner Bros. Pictures",United States of America,English
602654,Horizon Line,en,2020-10-29,3.0202,5.539,411,92,0,916042,Released,Fly or die.,A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,"Thriller, Adventure, Action","Ombra Films, STXfilms, Tre Vänner, Subotica, Trevanna Post, SF Studios, Spier Films","United Kingdom, Ireland, Sweden, Spain",English
477449,Overlord: The Dark Hero,ja,2017-03-11,3.0148,7.4,27,94,0,0,Released,,"The second recap film of season 1 of the anime TV series Overlord, covering episodes 8 to 13.","Animation, Action, Adventure, Fantasy","KADOKAWA, Madhouse",Japan,Japanese
433726,Kamen Rider × Super Sentai: Ultra Super Hero Wars,ja,2017-03-25,3.0099,5.7,18,95,0,0,Released,"Collect, the power of all heroes!","The Game World launches an attack on the real world. In front of Kamen Rider Ex-Aid and the Uchu Sentai Kyuranger appears the ""Arena of Death"" where the destruction of the Earth will be decided. Trapped in this inescapable dimension, generations of Super Sentai and Kamen Riders must engage in a battle royale, an unprecedented battlefield of many puzzles connecting the real and game worlds. And then, ""Those Heroes"" revive... Everything is scaled up, all rules are broken! And when it seems like the real world will fall into a disaster, imagination brings forth unimaginable new heroes!","Action, Adventure, Science Fiction",Toei Company,Japan,Japanese
1680,King Kong vs. Godzilla,ja,1962-08-11,3.0098,6.89,333,97,0,12550000,Released,"Will you win, Godzilla? Will you win, Kong? The battle of the century!","The advertising director of Pacific Pharmaceuticals, frustrated with the low ratings of their sponsored TV program, seeks a more sensationalist approach. He orders his staff to Faro Island to capture King Kong for exploitation. As Godzilla re-emerges, a media frenzy generates with Pacific looking to capitalize off of the ultimate battle.","Science Fiction, Comedy, Adventure, Fantasy, Action","TOHO, Tokyo Laboratory",Japan,"Japanese, English"
11416,The Mission,en,1986-09-06,3.0072,7.39,1517,125,24500000,17200000,Released,One will trust in the power of prayer. One will believe in the might of the sword.,"When a Spanish Jesuit goes into the South American wilderness to build a mission in the hope of converting the Indians of the region, a slave hunter is converted and joins his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portuguese aggressors.","Adventure, Drama, Action, History","Goldcrest, Kingsmere, Enigma Productions, Fernando Ghia Productions",United Kingdom,"English, Guarani, Latin, Spanish"
8487,Wild Wild West,en,1999-06-30,3.0056,5.318,3535,106,170000000,222104681,Released,It's a whole new west.,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President Ulysses S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,"Action, Adventure, Comedy, Science Fiction, Western","Warner Bros. Pictures, Peters Entertainment, Sonnenfeld/Josephson Worldwide Entertainment, Todman, Simon, LeMasters Productions","United States of America, Canada",English
410685,Naruto: The Lost Story - Mission: Protect the Waterfall Village!,ja,2003-12-20,3.0027,7.189,156,40,0,0,Released,,Naruto and his friends must get back a jug of stolen holy water from a band of higher class ninjas.,"Animation, Action, Adventure",Pierrot,Japan,"Japanese, English"
42360,Inuyasha the Movie: Affections Touching Across Time,ja,2001-12-15,2.9975,7.5,194,99,0,10539779,Released,,"InuYasha is a half-demon who was trapped in the Legendary Tree and was set free by Kagome, a girl who traveled 500 years through time. This time, both of them will have to face Menomaru, a Chinese demon whose father, known as Hyoga, came 300 years ago to invade Japan, but was stopped by InuYasha's Father. InuYasha and Kagome, along with Sango, Miroku, Shippou, Kaede and Myoga, will try to stop Menomaru in his becoming the most powerful demon ever.","Action, Animation, Adventure, Fantasy","SUNRISE, Mini Art",Japan,Japanese
20678,Blankman,en,1994-08-19,2.9966,5.268,194,96,0,0,Released,Coming to save your butt!,"Darryl is a childlike man with a genius for inventing various gadgets out of junk. When he stumbles on a method to make his clothes bulletproof, he decides to use his skills to be the lowest budgeted superhero of all.","Adventure, Comedy, Family, Action, Crime",Columbia Pictures,United States of America,English
9904,The Wild,en,2006-04-06,2.9926,5.5,1119,82,80000000,102338515,Released,Start spreading the newspaper.,"An adolescent lion is accidentally shipped from the New York Zoo to Africa. Now running free, his zoo pals must put aside their differences to help bring him back.","Family, Animation, Adventure, Action, Comedy","Walt Disney Pictures, C.O.R.E. Feature Animation, Contrafilm, Hoytyboy Pictures, Nigel Productions, Sir Zip Studios","Canada, United States of America",English
9610,Conan the Destroyer,en,1984-06-29,2.9875,6.114,1622,103,18000000,31042035,Released,The most powerful legend of all is back in a new adventure.,"Conan is commissioned by the evil queen Taramis to safely escort a teen princess and her powerful bodyguard to a far away castle to retrieve the magic Horn of Dagoth. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro, the warrior woman Zula, and the inept Malak. Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","Adventure, Fantasy, Action",The De Laurentiis Company,United States of America,English
7450,Titan A.E.,en,2000-06-16,2.985,6.607,1165,95,75000000,36754634,Released,Get ready for the human race.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.","Animation, Science Fiction, Adventure, Family, Action","David Kirschner Productions, Gary Goldman Productions, 20th Century Fox, 20th Century Fox Animation",United States of America,"English, Mandarin"
445651,The Darkest Minds,en,2018-07-25,2.9845,7.023,2907,105,34000000,41142379,Released,The ones who changed will change everything.,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.","Action, Adventure, Drama","21 Laps Entertainment, 20th Century Fox",United States of America,English
54481,Running Red,en,1999-03-30,2.9773,5.3,9,92,0,0,Released,The business of killing just got personal,"Upset over his brother’s murder, Soviet special agent Gregori Wallace leaves Russia to start a new life in the United States. Now happily married to a beautiful woman and the father of a little girl, Gregori soon realizes that he can’t outrun the past.","Action, Adventure, Thriller",PM Entertainment Group,United States of America,English
431572,JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,ja,2017-08-04,2.9641,6.579,107,119,0,2077113,Released,Welcome to Morioh.,"Morioh, 1999—a normally quiet and peaceful town has recently become a hotbed of strange activity. Jōtarō Kūjō, now a marine biologist, heads to the mysterious town to meet Jōsuke Higashikata. While the two may seem like strangers at first, Jōsuke is actually the illegitimate child of Jōtarō's grandfather, Joseph Joestar. When they meet, Jōtarō realizes that he may have more in common with Jōsuke than just a blood relation. Along with the mild-mannered Kōichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs.","Action, Adventure, Fantasy, Thriller","TOHO, OLM, b-mount film, TBS, Raku Film, Bandai Namco Entertainment, TC Entertainment, Shueisha, TFC, dentsu, Warner Bros. Japan, Bushiroad, CBC, MBS, GYAO, RKB Mainichi Broadcasting Corporation, Hokkaido Broadcasting, Tohoku Broadcasting, Nippan Group Holdings, Shizuoka Broadcasting System, Chugoku Broadcasting",Japan,Japanese
230652,Pirates of the Caribbean: Tales of the Code: Wedlocked,en,2011-10-18,2.9554,6.793,111,10,0,0,Released,That scoundrel! Thinks he can marry the both of us!,"Wenches Scarlett and Giselle fix each other up for their wedding, in which they would each marry their groom. Upon realizing that both their grooms were the same man, Jack Sparrow, the two wenches found themselves in an auction led by the Auctioneer. This short film serves as a prequel to The Curse of the Black Pearl, and explains just why Jack Sparrow's boat the Jolly Mon was seen sinking at the beginning of the whole story; why the wenches were so upset with him; and how Cotton lost his tongue.","Adventure, Action, Fantasy",Walt Disney Pictures,United States of America,English
4283,Primeval,en,2007-01-12,2.955,6.1,440,93,0,15291277,Released,Inspired by the true story of the most prolific serial killer in history.,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,"Adventure, Horror, Action","Hollywood Pictures, Sarah James Productions, Film Africa Worldwide, Pariah",United States of America,"Spanish, English, French, Swahili"
531380,Golden Job,cn,2018-09-20,2.9491,6.2,97,100,0,0,Released,,"A group of former mercenaries reunite to plan an epic heist: boosting a truck full of medicine held by a foreign intelligence agency to supply a refugee camp in need. But when they find the truck is actually filled with stolen gold, the band of brothers realize they’ve been double-crossed by one of their own - and putting the situation right will be all out war.","Action, Adventure, Crime","Art Top Movie Productions, Jing's Production Limited, Golden Network Asia",Hong Kong,"English, Mandarin, Japanese, Cantonese"
23759,Centurion,en,2010-02-15,2.9447,6.233,1542,97,12000000,6890432,Released,History is written in blood,"Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.","Adventure, Action, Drama","UK Film Council, Celador Films, Pathé","France, United Kingdom","English, Gaelic"
